# titre;groupes;users;steps;videos;comment;Musique
Playboys;ir;pc;Playboys.pdf;https://www.youtube.com/watch?v=d1IRBzyN85c;(r3t4r5r6r10) Départ step D, Shuffle D, rock step diag avant
Please Dance With Me;;p;;https://www.youtube.com/watch?v=6SvInrrrvKA|https://www.youtube.com/watch?v=E6xpVsz_e78;(t4,t8,r9)
Poeple Break;;cp;People%20Break.pdf;https://www.youtube.com/watch?v=lzIletzXA1Q&t=249s;(r3)
Polka Dot;;p;;https://www.youtube.com/watch?v=MDVnAboaRMg&list=PLyEOrXN4p89Ry1hEl0gaDTP_wYWcjnLKn&index=8;
Power Over Me;;p;;https://www.youtube.com/watch?v=i4EiGFMsl9U&list=PLyEOrXN4p89TQj6chNGK9A8v-_gwfalRv&index=49&t=6s;
Pretty Girl;;cp;Pretty%20Girl.pdf;https://www.youtube.com/watch?v=69BRRXdBgoQ|https://www.youtube.com/watch?v=SEOzOw7BuOw;(r2r4r6r9);Pretty Girl
Raised Like That;ar;p;Raised%20Like%20That.pdf;https://www.youtube.com/watch?v=_NFUvWDfyZE;(r8)
Rampampam;r;p;Rampampam.pdf;https://www.youtube.com/watch?v=qu0bgnyNBDc;(ntnr);Rampampam - Minelli
Ready To Roll;;;;https://www.youtube.com/watch?v=uTZycEugf4I;
Reason To Stay;;c;Reason%20To%20Stay.pdf;https://www.youtube.com/watch?v=81sv-Zo0RLI;
Redneck Woman;;cp;Redneck%20Woman.pdf;https://www.youtube.com/watch?v=0QIP4f05ghE;
Reflection;;;;https://www.youtube.com/watch?v=eIHMQgWuSgo;
Remember D.;;;;https://www.youtube.com/watch?v=A9i4_JAp0g0;
Remember This;ir;pc;Remember_This.pdf;https://www.youtube.com/watch?v=PV3iapFky0o|https://www.youtube.com/watch?v=YoSg8Z-hf3k;(r2, r5)
Remember Us This Way;;p;;https://www.youtube.com/watch?v=xH0QZJvXkYg;
Revival;;p;;https://www.youtube.com/watch?v=hH01hzMbSxw&t=20s;(t2, r4, t6)
Rhyme Or Reason;;p;;https://www.youtube.com/watch?v=iNa-4MgIf-s;
Ride It;;p;Ride%20It.pdf;https://www.youtube.com/watch?v=5j7U1r7OQRg;
Ring Ding;;;Ring%20Ding.pdf;https://www.youtube.com/watch?v=UdZlGh-8uto|https://www.youtube.com/watch?v=eN7FIuyiZ_Q;(b5)
Road House Rock;;p;Road_House_Rock.pdf;https://www.youtube.com/watch?v=f647aql3x0M;(ntnr)
Rockin' around the Christmas tree;d;;;https://www.youtube.com/watch?v=A8mHhFQ3q9Q;
Roller Coaster Ride;;p;Roller%20Coaster%20Ride.pdf;https://www.youtube.com/watch?v=xI3KqTY0rnQ;
Rolling Stone;a;p;Rolling%20Stone.pdf;https://www.youtube.com/watch?v=qAct0ZZxyqU|https://www.youtube.com/watch?v=qAct0ZZxyqU;(ntnr)
Roots;;;Roots.pdf;https://www.youtube.com/watch?v=pkAraEV2Seg&list=PLyEOrXN4p89Qbx8U4VSuW6T587EewGypB&index=80&t=125s;
Rumba;;cp;;https://www.youtube.com/watch?v=W5vxdoRfi9k;
Sabor;;p;Sabor.pdf;https://www.youtube.com/watch?v=XOD12K3J5Q0;(r1, r6);Cuba (Tiene Sabor)
Same Boat;;cp;Same%20Boat.pdf;https://www.youtube.com/watch?v=qjbAzKQtgak;(t6)
Secrets;;pc;Secrets.pdf;https://www.youtube.com/watch?v=ivw76TfzlOY;(t2, r3)
See Ya Cecilia;;;;https://www.youtube.com/watch?v=BDfcoRFVlcg;
Senorita La La La;;cp;Senorita%20La%20La%20La.pdf;https://www.youtube.com/watch?v=JGE0k1jWMIg&list=PLyEOrXN4p89TQj6chNGK9A8v-_gwfalRv&index=52&t=52s;(tr7)
Sexy Eyes;;;;https://www.youtube.com/watch?fbclid=IwAR1c3b4MIxV8iDVlkbUh2gpOP-yCzrt6V3oYk-g-gxUwdyZpErO6z4esL2A&v=12g1cYxkC-4;
Siento Libre;;cp;Siento%20Libre.pdf;https://www.youtube.com/watch?v=CTIGeu9AvX4;
Shot Of Tequila;;p;;https://www.youtube.com/watch?v=YagnF8eKgao;
Simply The Best;;p;Simply%20The%20Best.pdf;https://www.youtube.com/watch?v=Q_euqZ0afB4|https://www.youtube.com/watch?v=khFo6N8XzRo&t=63s;(r4)
Spotlight;a;p;Spotlight.pdf;https://www.youtube.com/watch?v=-Gq0bClwn40;(ntnr)
Snap;;cp;;https://www.youtube.com/watch?v=f9DoXIA38sQ;
Some Beach;;c;;https://www.youtube.com/watch?v=my8QofIjuUk;
Some Kind Of Wonderful;;;;https://www.youtube.com/watch?v=wK3moB-uxYg;(r4)
Something You Love;;p;Something%20You%20Love.pdf;https://www.youtube.com/watch?v=gZHvCv3Zbpc&t=197s&fbclid=IwAR0q8t7tk-DI5thKsJrNNDnvt3GA4W2uaeGPSrwpKdhoP1oem-mqAqYvBFc;
Soul Shake;;p;;https://www.youtube.com/watch?v=pOqgK5Hlzxk;
Southern Dreams;;;;https://www.youtube.com/watch?v=_RM_BO2iTOs;
Southern Soul Bounce;dr;p;;https://www.youtube.com/watch?v=TYLuYT0gY6o;
Stand By Your Man;;pc;Stand_By_Your_Man.pdf;https://www.youtube.com/watch?v=JenaOACa-rI;(ntnr);Stand by Your Man - The Chicks
Station 4;ir;cp;Station_4.pdf;https://www.youtube.com/watch?v=6wqj-qKrqO8|https://www.youtube.com/watch?v=8plpO2D6Slo;(r5 face 9h, r7 face à 3h)
Stealing The Best;;cp;Stealing%20The%20Best.pdf;https://www.youtube.com/watch?v=j2imfdejk6A&t=20s;(ntnr);Dance Above The Rainbow by Ronan Hardiman
Stomp Down;;p;Stomp%20Down.pdf;https://www.youtube.com/watch?v=_DHd09-TnMc&fbclid=IwAR3HC1onrYXxAsY3df9Gfk0sQxDAQzRVMZUHdnoeLEZCYdEcaPcXPv3MLSg;
Storm And Stone;ar;p;Storm_Stone.pdf;https://www.youtube.com/watch?v=tQNotsq0-PM;(AB)*3 + A
Strong Bounds;;;;https://www.youtube.com/watch?v=KsVEIZQ4NUY
Summer Fly;;cp;Summer%20Fly.pdf;https://www.youtube.com/watch?v=BAWiLlui-bU;
Sunroof;d;;;https://www.youtube.com/watch?v=LvcnFRWbsEY;
Superstar;;cp;Superstar.pdf;https://www.youtube.com/watch?v=hIGfQPaKLCU;
Sweet Ireland;ar;p;Sweet_Ireland.pdf;https://www.youtube.com/watch?v=quNqXZfBZsw;(intro 32 temps et tag mur3);
Take Me Home;;cp;;https://www.youtube.com/watch?v=bCHlJNXxWeg;
Tick Tock;r;p;Tick%20Tock.pdf;https://www.youtube.com/watch?v=Sp4AxYWk6Fg;(t1,r2,t4,r5,r7,r9)
Teenage Dreams;;cp;Teenage%20Dreams.pdf;https://www.youtube.com/watch?v=JbqvBNgn1fo;
Texas Time;;;;https://www.youtube.com/watch?v=2lCcQYqsQdE;
TH Guest Ranch;;;;https://www.youtube.com/watch?v=3cqj2zvyZWY;
The Banks Of The Roses;;p;The_Banks_Of_The_Roses.pdf;https://www.youtube.com/watch?v=vwgDTszG_Ts;ABC/A/ACBC/A/AC/AC/A/AC/AC/final;The Banks Of The Roses
The Blarney Roses;m;;;https://www.youtube.com/watch?v=40hR7vbdDTg;;"The Blarney Roses" by The Willoughby Brothers
The Break;;p;;https://www.youtube.com/watch?v=ZCUPpspXPZM;
The Captain;wr;p;The_Captain.pdf;https://www.youtube.com/watch?v=GPAoiZwb0mM;(ntnr)
The Ghost of You;;p;;https://www.youtube.com/watch?v=0WU1jsPjcwM;
The Harvester;;cp;The%20Harvester.pdf;https://www.youtube.com/watch?v=T3QAw7Xrqw8|https://www.youtube.com/watch?v=uaJLUjyHyHk;(r5)
The Island;;p;The%20Island.pdf;https://www.youtube.com/watch?v=bBlXhTHto6s;(ntnr)
The Little Farmer;;cp;The%20Little%20Farmer.pdf;https://www.youtube.com/watch?v=vnmFmGJvB6A;(r7)
The Outback;;pc;The_Outback.pdf;https://www.youtube.com/watch?v=5otJpmSlepY;(ntnr);The Outback Club (Lee Kernaghan)
The Picture;;cp;The%20Picture.pdf;https://www.youtube.com/watch?v=p0cIEIh_354&t=90s;(r4)
The South;;p;;https://www.youtube.com/watch?v=ctQwIjrEex0;(r2)
The Sphinx;w;;The_Sphinx.pdf;https://www.youtube.com/watch?v=tY5XQjFZlQE;A B A B Tag C C B A B B*(24 counts) C ( last 16 counts) C B A A (8 counts);Medellín (Offer Nissim Madame X In The Sphinx Mix) (2022 Remaster)
The Violin;;;;https://www.youtube.com/watch?v=lwRp9_9rOck;
Thelma and Louise;wr;p;Thelma_Louise.pdf;https://www.youtube.com/watch?v=kVFsSnriQnc|https://www.youtube.com/watch?v=_mRAS-9J40o;(t1, t4);Thelma And Louise de Anna BERGENDAHL
These Old Boots;;p;These_Old_Boots.pdf;https://www.youtube.com/watch?v=D3FywNkCXoA&t=63s;(ntnr)
Things;;p;;https://www.youtube.com/watch?v=l4FqPdSbh8s&t=130;(ntnr)
Thinking Whiskey;;;Thinling_Whiskey.pdf;https://www.youtube.com/watch?v=spMzryn9HgI|https://www.youtube.com/watch?v=d1fy8ENkJRs;(rt4, r2, r6, t7)
Tick Tock;;;Tick%20Tock.pdf;https://www.youtube.com/watch?v=Sp4AxYWk6Fg;
Til The Neons Gone;i;cp;Til_The_Neons_Gone.pdf;https://www.youtube.com/watch?v=lYcnQraO0z8;(r9)
Til You Can't;a;p;Til%20You%20Cant.pdf;https://www.youtube.com/watch?v=226wu11_XAk;(tr4)
Toe To Toe;d;;;https://www.youtube.com/watch?v=vVh_2xxeb1;
Too Many Love Song;rd;p;Too_Many_Love_Song.pdf;https://www.youtube.com/watch?v=7veFY0WIAO8;(r3);Too many love songs - Maggie Rose
Toot Toot;;cp;;https://www.youtube.com/watch?v=WisegehYwXY;(t2,5,8)
Tourist;ar;p;Tourist.pdf;https://www.youtube.com/watch?v=SGJ37Xx_oyU;(t2, t4, tr5 avec step 1/2t touch)
Train Wreck;;;Train_Wreck.pdf;https://www.youtube.com/watch?v=cY0KdNt6FVU;(t1,t3,t7);"Can't Let Go" by Jill King
Turning Tables;;;Turning%20Tables.pdf;https://www.youtube.com/watch?v=fgFumhoEC9A;
Tush Push;;c;Tush%20Push.pdf;https://www.youtube.com/watch?v=wzLP15d-RTs;
Twist And Shake;dr;p;Twist_And_Shake.pdf;https://www.youtube.com/watch?v=sdfmg-EAG7k&t=142s;(ntnr)
Ultra Debutant;;cp;Ultra%20Debutant.pdf;https://www.youtube.com/watch?v=LtD6vZHgyKg;
Vanotek Cha;;;;https://www.youtube.com/watch?v=fZpKI8LFyJw;
Veneno;;cp;Veneno.pdf;https://www.youtube.com/watch?v=21I_JnZeBdc;(r4)
Wanna Getcha;;cp;Wanna%20Getcha.pdf;https://www.youtube.com/watch?v=1BfIj0gycbY;(3,4)
Wannabes;r;pc;;https://www.youtube.com/watch?v=X--14yTyw3U;(ntnr)
Wayfaring Stranger;;cp;Wayfaring%20Stranger.pdf;https://www.youtube.com/watch?v=y94VlW2ZHKg;
Wellerman;;;Wellerman.pdf;https://www.youtube.com/watch?v=WuTmKN-Rcgc;
We're Good To Go;;pc;We_re_Good_To_Go.pdf;https://www.youtube.com/watch?v=46mcOlXIbSQ;(r6);Good to Go (feat. Daphne Willis)
Where Oh Where;i;pc;Where_Oh_Where.pdf;https://www.youtube.com/watch?v=Uq31NHLlzc8;
Whole Again;;p;Whole_Again.pdf;https://www.youtube.com/watch?v=vzEkQOvghJY;
Wild Stallion;;p;Wild%20Stallion.pdf;https://www.youtube.com/watch?v=YFfpZfiJLIA;
Wintergreen;ar;p;Wintergreen.pdf;https://www.youtube.com/watch?v=gmGF6SryCbY;(r2)
Woman Amen;;p;Woman%20Amen.pdf;https://www.youtube.com/watch?v=UqvdkR86flE;(r2)
Wonder;;;;https://www.youtube.com/watch?fbclid=IwAR2h8wkU7IZbz_HBIJarVR7Npcn0oe6eA5YnJcNMkqjYLRHCTtmeTOJ-xOs&v=2wn-fNMNalM&feature=youtu.be;
Won't you dance with me;r;cp;Wont%20You%20Dance%20With%20Me.pdf;https://www.youtube.com/watch?v=NQqWUP5YlQI;(ntnr)
WWW.West;;p;;https://www.youtube.com/watch?v=pW5eBdMjnJI;
You Are The Reason Baby;;p;You%20Are%20The%20Reason%20Baby.pdf;https://www.youtube.com/watch?v=K_xbq8TgREg;
You Can Hear A Heart Break;;p;You%20Can%20Hear%20A%20Heart%20Break.pdf;https://www.youtube.com/watch?v=V658bxmVtJA;(ntnr)
Young Volcanoes;a;p;Young%20Volcanoes.pdf;https://www.youtube.com/watch?v=vcJ0eRpbaIc;(ntnr)
1-2 Snap;nwr;p;1_2_Snap.pdf;https://www.youtube.com/watch?v=v58rwFkJP-k;A, Tag 1, B, Tag 2, A, B, A, Tag 1, B, A;SNAP - Rosa Linn
1+1;;p;1plus1.pdf;https://www.youtube.com/watch?v=68OsNQUv4sM|https://www.youtube.com/watch?v=LGrrGvTb6gc;(ntnr)
1929;;p;1929.pdf;https://www.youtube.com/watch?v=xdUSysDJaas;
2 Stepping Away;ir;pc;2_Stepping_Away.pdf;https://www.youtube.com/watch?v=-0pc9lIXRhY|https://www.youtube.com/watch?v=9Gzp53W9QXk;(r6 => step1/2, step1/4)
3 To Tango;;p;3%20To%20Tango.pdf;https://www.youtube.com/watch?v=G3GAZ6TZnv0;
